Country,Project,Location,,Company,Mineral Resources (including reserves),,,,,,Source,Mineral,Mineral,Mineral,Mineral
Solomon Islands,Isabela Island (San Jorge-Kolosori),,,Axiom Mining,1.9,1.4,6.9,1.3,7.2,1.2,media (29 Dec 2015),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Solomon Islands,Ngella-Floridas Islands,,,unknown,0,,0,,1.695,0.6,media (10 Dec 2008),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
South Africa,Bon Accord-Segalla,,,unknown,0,,0,,20.3,0.4,Brochure (2010-01),Magmatic Sulphide,Archean Komatiite,,Platreef
South Africa,Afplats-Imbasa / Imkosi,,,ERG? previously Impala Pt,0,,96.1,0.03,78.6,0.03,ResV-ResC 2017,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Afplats-Leeuwkop,,,Impala Pt,98.4,0.03,10.8,0.03,55.9,0.03,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Amandelbult-Dishaba,,,Anglo American Pt,102.8,0.14,51.2,0.16,21.8,0.18,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Amandelbult-Tumela,,,Anglo American Pt,179.9,0.14,92.1,0.18,92.4,0.18,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Bafokeng-Rasimone,,,"Royal Bafokeng, Anglo Am Pt",169.01,0.16,123.4,0.16,55.54,0.17,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Western Limb Bushveld
South Africa,Bakubung (Ledig-Frischgewaagd),,,"Wesizwe, Anglo Am Pt",6.698,0.22,50.987,0.15,21.32,0.16,AR 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Berg,,,Platfields,0,,13.685,0.11,9.945,0.11,AR 2012,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Blue Ridge,,,"Sibanya-Stillwater, Imbani Pt",29.6,0.11,8.2,0.11,8.4,0.11,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Bokoni-Ga Phasha,,,"Atlatsa Resource, Anglo Am Pt",291.4285714,0.18,140,0.18,380.4081633,0.19,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Eastern Limb Bushveld
South Africa,Booysendal North / South-Everest,,,"Northam Pt, Mvelaphanda Res",91.08,0.17,175.99,0.16,455.51,0.15,AR 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Eastern Limb Bushveld
South Africa,Chieftains Plain-Walhalla,,,Sibanya-Stillwater,0,,0,,259.81,0.14,ResV-ResC 2013,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Crocodile River,,,"Eastern Pt, Gubevu",5.58,0.11,28.55,0.11,22.07,0.11,AIF 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Der Brochen,,,Anglo American Pt,152.7,0.14,214.3,0.14,200.5,0.16,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Eland,,,Northam Pt,32.33,0.097,31.19,0.098,88.73,0.097,AR 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Everest North-Vygenhoek,,,"Sibanya-Stillwater, Sylvania Pt",2.8,0.11,0,,0,,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Everest South-Hoogland,,,Sibanye-Stillwater,0,,2.71,0.11,3.89,0.11,ResV-ResC 2015,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Garatau (Garatouw/Hoepakrantz/De Kom),,,Nkwe Pt,67.225,0.15,137.985,0.18,149.763,0.16,AR 2017,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Grootboom,,,"Sedibelo Pt Mines, Moepi",0,,12.2,0.15,0,,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Hoedspruit,,,Sibanya-Stillwater,0,,37.97297297,0.16,6.081081081,0.17,AR 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Impala,,,Impala Pt,289.4,0.09,138.1,0.11,25.3,2.07,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Impala-RBR JV,,,Impala Pt-RBR JV,3.8,0.18,4.4,0.17,3.2,0.17,ResV-ResC 2017,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Kliprivier,,,unclear,0,,0,,109.6,0.11,Website (7 April 2016),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Kroondal (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",38.6,0.05,4.9,0.05,0,,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Kruidfontein,,,"Sedibelo Pt Mines, Watervale",0,,0,,148.8,0.13,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Lesego,,,Lesego Pt,40.39,0.18,128.85,0.2,110.55,0.2,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Liger (Leeuwkop-Tigerpoort),,,Platfields,0,,0,,9.552,0.16,AR 2012,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Limpopo-Baobab/Doornvlei/Dwaalkop/Zebedelia,,,"Lonmin, Northam Pt",1.8,0.16,83.6,0.15,89.4,0.15,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Uitkomst Complex,Eastern Limb Bushveld
South Africa,Magazynskraal-Sedibelo East,,,"Sedibelo Pt Mines, Bakgatla",11.7,0.02,71.7,0.08,97.9,0.08,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Mareesburg,,,Eastern Pt,8.94,0.082,6.95,0.056,0,,AIF 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Marikana (Lonmin),,,Lonmin,41.2195122,0.15,448.1707317,0.16,174.8780488,0.15,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Marikana (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",27.2,0.11,9.4,0.11,5,0.11,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Marula,,,Impala Pt,84.3,0.11,30,0.09,11.6,0.12,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Maseve-1 / 3,,,Royal Bafokeng Platinum,158.0584795,0.15,191.122807,0.15,33.89473684,0.2,AR 2017,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Millenium,,,Sibanye-Stillwater,0,,14.51,0.11,2.96,0.11,ResV-ResC 2015,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Modikwa,,,"Anglo Am Pt, African Rainbow Mins",105.4,0.13,158.2,0.13,215.8,0.14,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Mototolo,,,Anglo American Pt,21.2,0.11,0,,0,,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Mphahlele,,,"Sedibelo Pt Mines, Moepi",0,,49.6,0.08,71.9,0.13,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Pandora JV,,,Lonmin,21.3,0.11,147.7,0.11,21.1,0.11,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Pilanesburg-East / West Pits,,,"Sedibelo Pt Mines, Moepi",0.4,0.04,68.3,0.11,60,0.11,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Western Limb Bushveld
South Africa,Rooderand (Platinum Australia),,,"Pt Australia, Atla Mining Res",4.35,0.12,5.57,0.14,5.44,0.16,AR 2012,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Rooderand (Sedibelo),,,"Sedibelo Pt Mines, Moepi",0,,0,,7.65,0.05,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Ruighoek,,,"Sedibelo Pt Mines, Itereleng Bakgatla",0,,12.2,0.08,0,,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Rustenburg Group,,,Sibanye-Stillwater,371.9,0.13,123.5,0.15,15.4,0.19,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Sedibelo Central,,,"Sedibelo Pt Mines, Itereleng Bakgatla Min. Res.",5.85,0.02,54.15,0.08,48.95,0.08,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Siphumelele 3,,,Anglo American Pt,30.2,0.11,0,,0,,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Smokey Hills,,,Aberdeen International,2.53,0.11,1.53,0.11,0,,AIF 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Spitzkop-Kennedy's Vale,,,Eastern Pt,294.75,0.09,141.86,0.1,169.18,0.1,AIF 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Tjate,,,Jubilee Metals Group,0,,61.1,0.19,120.9,0.15,AR 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Tubatse (Eerste Geluk-Nooitverwacht),,,Nkwe Pt,0,,0,,102.58,0.15,AR 2013,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Twickenham,,,Anglo American Pt,103,0.19,232.7,0.18,313.9,0.2,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Two Rivers,,,"African Rainbow Mins, Impala Pt",13.11,0.04,155.06,0.09,185.09,0.1,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Union North/South,,,Siyanda Resources,108,0.15,87.52941176,0.17,60.70588235,0.16,ResV-ResC 2017,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Witkleifontein,,,"Sedibelo Pt Mines, Moepi",0,,0,,16.3,0.05,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Zondereinde (Northam),,,Northam Pt,13.22,0.13,120.7,0.14,414.97,0.14,AR 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Zondernaam,,,"Sibanye-Stillwater, Bakgaga Pt",0,,0,,77.42,0.16,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Platreef (Flatreef-Turfspruit),,,Ivanhoe Mines,0,,346,0.32,506,0.31,AIF 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Platreef
South Africa,Mogalakwena-Boikgantsho,,,Anglo American Pt,"1,067.70",0.19,"1,789.20",0.19,826.6,0.19,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Platreef
South Africa,Akanani,,,Lonmin,0,,151.9,0.24,81.2,0.18,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Platreef
South Africa,Rooipoort,,,unknown,0,,0,,18.128,0.19,Tech Rep (2005-12),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Platreef
South Africa,Volspruit,,,Sylvania Pt,28.47,0.2,16.63,0.2,0.76,0.2,Tech Rep (2010-21),Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Platreef
South Africa,War Springs (Oorlogsfontein),,,"Sedibelo, Wesizwe Pt, etc",0,,0,,313.1,0.13,AR 2017,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Platreef
South Africa,Waterberg,,,Platinum Group Metals,78.77,0.186,296.27,0.174,146.56,0.146,Tech Rep (2018-11),Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Platreef
South Africa,Aurora,,,Sylvania Pt,0,,0,,133.43,0.2,Tech Rep (2010-12),Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Platreef
South Africa,Mokopane,,,Matimba Resources (?),0,,0,,39.7,0.22,AR 2009,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Platreef
South Africa,Loskop JV (Rietfontein/De Wagendrift),,,"Lonmin, Sedibelo Pt Mines",0,,0,,9.7,0.19,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Nkomati,,,"African Rainbow Min, Norilsk Nickel",78.11,0.33,94.09,0.37,46.35,0.4,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Sheba's Ridge,,,"Sibanye-Stillwater, Anglo Am Pt, IDC",80,0.2,97.1,0.18,428.3,0.19,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Platreef
South Africa,Jacomyns Pan,,,unknown,0,,0,,114.2,0.25,AR 1997,Magmatic Sulphide,Small M-UM Intrusion-related,,Platreef
Spain,Aguablanca,,,Lundin Mining,4.264,0.6,1.527,0.6,0.043,0.4,ResV-ResC 2015,Magmatic Sulphide,Small M-UM Intrusion-related,,
Sweden,Häggån,,,Aura Energy,0,,0,,"2,600",0.03,AR 2018,Hydrothermal Ni,Shale-hosted Ni,Sediment-hosted Pb-Zn/VMS,Sedex/VMS
Sweden,Viken (Myrviken),,,Continental Precious Minerals,0,,43,0.034,"3,019",0.034,Tech Rep (2014-02),Hydrothermal Ni,Shale-hosted Ni,Sediment-hosted Pb-Zn/VMS,Sedex/VMS
Sweden,Ror,,,unknown,0,,0,,6.37,0.35,Tech Rep (2009-06),Magmatic Sulphide,Proterozoic Komatiite,,
Sweden,Lainejaur (Lainijaur),,,unknown,0,,0,,0.645,1.33,Tech Rep (2009-06),Magmatic Sulphide,Proterozoic Komatiite,,
Sweden,Lappvattnet,,,unknown,0,,0,,1.139,0.91,Tech Rep (2009-06),Magmatic Sulphide,Proterozoic Komatiite,,
Sweden,Mojo,,,unknown,0,,0,,0.213,1.4,Pres. (31 July 2009),Magmatic Sulphide,Small M-UM Intrusion-related,,
Sweden,Backviken,,,unknown,0,,0,,0.07,0.46,Pres. (31 July 2009),Magmatic Sulphide,Small M-UM Intrusion-related,,
Sweden,Rörmyrberget,,,unknown,0,,0,,4.24,0.61,Eilu (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Sweden,Mjövattnet,,,unknown,0,,0,,0.169,1.29,Eilu (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Sweden,Rönnbäcksnäset (Rönnbäcken),,,Nickel Mountain Resources,0,,225.4,0.003,86.5,0.1,Tech Rep (2011-04),Magmatic Sulphide,Small M-UM Intrusion-related,,
Sweden,Sundsberget,,,Nickel Mountain Resources,0,,0,,185.7,0.176,Tech Rep (2011-04),Magmatic Sulphide,Small M-UM Intrusion-related,,
Sweden,Vinberget,,,Nickel Mountain Resources,28.3,0.188,23.3,0.006,6.8,0.183,Tech Rep (2011-04),Magmatic Sulphide,Small M-UM Intrusion-related,,
Tanzania,Dutwa (Wamangola-Ngasamo),,,African Eagle,0,,101.3,0.93,5.42,0.81,Website (23 May 2013),Laterite,Oxide,Oxide,
Tanzania,Kapalagulu (Mibango),,,unknown,0,,0,,55.1,0.96,Evans et al (2016),Laterite,Oxide,Oxide,
Tanzania,Kabanga,,,"Glencore, Barrick Gold",13.8,2.49,23.4,2.72,21,2.6,ResV-ResC 2018,Magmatic Sulphide,Small M-UM Intrusion-related,,
Tanzania,Nachingwea-Ntaka Hill,,,IMX Resources,1.124,1.74,19.199,0.51,35.93,0.7,AR 2018,Magmatic Sulphide,Small M-UM Intrusion-related,,
Togo,Mount Kpote,,,unknown,0,,0,,12.25,0.83,pers. comm. Golightly,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,
Turkey,Manisa-Turgutlu Çaldağ,,,unknown,0,,0,,33.2,1.13,AR 2009,Laterite,Oxide,Oxide,
Turkey,Manisa Gördes,,,META Nikel Kobalt,0,,0,,70,1,Eliopoulos et al (2012),Laterite,Oxide,Oxide,
USA,Mine LaMotte-Fredericktown,,,unknown,0,,0,,1.8,0.46,Long (1992); Singer et al (2009),Hydrothermal Ni,Sediment-hosted Pb-Zn,MVT,
USA,Higdon,,,unknown,0,,0,,3.55,#REF!,Singer et al (2009),Hydrothermal Ni,Sediment-hosted Pb-Zn,MVT,
USA,Gasquet Mountain,41.84361,-124.01417,unknown,0,,0,,34,0.86,pers. comm. Golightly,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,
USA,Red Flat Mountain,42.96,-123.4,unknown,0,,0,,14.5,0.91,pers. comm. Golightly,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,
USA,Riddle (Nickel Mountain),42.966,-123.437,unknown,0,,0,,37.5,1.1,Berger et al (2011),Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,
USA,Stillwater-East Boulder,45.39,-109.9,Sibanye-Stillwater,9,0.1,55.4,0.1,87.3,0.1,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,
USA,Mouat,45.38,-109.9,unknown,0,,0,,132,0.31,Tech Rep 2009-06 (Nev),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,
USA,Nye Basin,45.37,-109.8,unknown,0,,0,,54,0.59,Tech Rep 2009-06 (Nev),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,
USA,Birch Lake,47.75,-91.8,Antofagasta (through Twin Metals),0,,90.4,0.16,217,0.15,AR 2018,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,
USA,Eagle-Eagle East (USA),46.74852,-87.88151,Lundin Mining,1.868,2.6,2.113,4.1,0.313,1.6,ResV-ResC 2018,Magmatic Sulphide,Small M-UM Intrusion-related,,
USA,Maturi (incl. Nokomis),47.8,-91.8,Antofagasta (through Twin Metals),291.4,0.2,818.3,0.18,534.1,0.16,AR 2018,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,
USA,Maturi Southwest,47.8,-91.8,Antofagasta (through Twin Metals),0,,93.1,0.17,29.3,0.15,AR 2018,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,
USA,Mesaba (Babbit),47.63,-91.9,Teck,0,,0,,"1,107",0.14,"Mayhew et al (2009), Teck (2010)",Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,
USA,NorthMet (Dunka Road),47.6,-92,Polymet Mining,237.2,0.08,412.2,0.07,508.9,0.07,AIF 2018,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,
USA,Tamarack North,46.67296,-93.11959,Talon Metals,0,,3.639,1.83,4.382,1.58,AIF 2018,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,
USA,Dunka Pit,,,unknown,0,,0,,247,#REF!,"Miller et al (2002), Miller (2015)",Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,
USA,Gap,,,unknown,0,,0,,0.7,0.7,Long (1992),Magmatic Sulphide,Small M-UM Intrusion-related,,
USA,Spruce Road,47.83,-91.7,Antofagasta (through Twin Metals),0,,0,,435.5,0.16,AR 2018,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,
USA,Wetlegs,,,unknown,0,,0,,34,0.1,"Miller et al (2002), Miller (2015)",Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,
USA,Snipe Bay,56.42213,-134.95753,unknown,0,,0,,0.39,0.3,Szumigala et al (2011),Magmatic Sulphide,Small M-UM Intrusion-related,Associated with Wrangellia/Nikolai LIP?,
USA,Serpentine,47.94613,-81.26026,unknown,0,,0,,192,0.15,"Miller et al (2002), Miller (2015)",Magmatic Sulphide,Small M-UM Intrusion-related,,
USA,Babbit-Minnamax,51.76,-86.71,unknown,0,,0,,330,0.19,"Miller et al (2002), Miller (2015)",Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,
USA,Mirror Harbor,57.78501,-136.30894,unknown,0,,0,,0.008,1.57,Szumigala et al (2011),Magmatic Sulphide,Small M-UM Intrusion-related,Associated with Wrangellia/Nikolai LIP?,
USA,Funter Bay,,,unknown,0,,0,,0.51,0.34,Szumigala et al (2011),Magmatic Sulphide,Small M-UM Intrusion-related,Associated with Wrangellia/Nikolai LIP?,
USA,Bohemia Basin (Basin-Takanis-Flapjack),57.98471,-136.43427,unknown,0,,0,,20,0.42,Szumigala et al (2011),Magmatic Sulphide,Small M-UM Intrusion-related,Wrangellia LIP-related,
USA,Crescent Creek,,,unknown,0,,0,,0.36,0.23,Tech Rep (2009-06),Magmatic Sulphide,Stratabound Stratiform Reef-type,,
USA,Benbow,,,unknown,0,,0,,9.3,0.26,Tech Rep (2009-06),Magmatic Sulphide,Stratabound Stratiform Reef-type,,
USA,Local Boy,,,Teck,0,,0,,4.54,0.36,Teck (2010),Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,
Venezuela,Loma de Niquel (Loma de Hierro),,,Venezuelan Gov't,0,,0,,11.1,1.4,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,
Zambia,Kalumbila-Enterprise,,,First Quantum,5.1,1.56,34.6,0.93,20.9,0.63,AIF 2018,Hydrothermal Ni,Sediment-hosted Stratiform Cu,Co-Ni-Cu,
Zambia,Nama (A-C-D),,,unknown,0,,131.1,0.019,54.71,0.024,"Tech Rep's (2007-05, 2008-05)",Hydrothermal Ni,Sediment-hosted Stratiform Cu,Cu-Co-Ni,
Zambia,Munali,,,Consolidated Nickel Mines,0,,5.65,1.01,0.36,0.84,Fact Sheet (2019-04); Haldar (2017),Magmatic Sulphide,Small M-UM Intrusion-related,,
Zimbabwe,Bindura (Trojan-Shangani-Hunter's Road),,,Asa Resource Group,3.55,0.96,37.627,0.57,10.55,0.62,AR 2012,Magmatic Sulphide,Archean Komatiite,,
Zimbabwe,Unki Main Sulphide Zone,,,Anglo American Pt,38.7,0.22,138.9,0.22,47.4,0.22,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,
Zimbabwe,Mimosa,,,"Sibanye-Stillwater, Impala Pt",28.4,0.14,15.4,0.14,13.4,0.14,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,
Zimbabwe,Zimplats,,,Impala Platinum,181.1,0.11,613.4,0.12,207.3,0.12,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,
Zimbabwe,Bokai North/South (Todal),,,ERG,0,,40.17,0.22,41.61,0.21,media (9 July 2009),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,
Zimbabwe,Chironde,,,ERG,0,,0,,9.54,0.15,media (9 July 2009),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,