deposit_no,country,deposit_name,commodities,longdd,latdd,mine_name,year,month,day,tonnage,ton_units,resource_category,product,publication_year,publication_title
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,1.4,million metric tons,indicated resource - Endogranitic Zone,ore,1992.0,"A chemical and isotopic study of the age, petrogenesis and magmatic evolution of the Mount Pleasant Caldera complex, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.9,million metric tons,indicated and inferred resource - Contact Flank,ore,1992.0,"A chemical and isotopic study of the age, petrogenesis and magmatic evolution of the Mount Pleasant Caldera complex, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.7,million metric tons,indicated resource - Contact Crest,ore,1992.0,"A chemical and isotopic study of the age, petrogenesis and magmatic evolution of the Mount Pleasant Caldera complex, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.1,million metric tons,indicated and inferred resource - #4 Lode,ore,1992.0,"A chemical and isotopic study of the age, petrogenesis and magmatic evolution of the Mount Pleasant Caldera complex, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.014,million metric tons,indicated resource - #7 Lode,,1992.0,"A chemical and isotopic study of the age, petrogenesis and magmatic evolution of the Mount Pleasant Caldera complex, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.02,million metric tons,estimated resource - Breccia Pipe (1995),ore,1992.0,"A chemical and isotopic study of the age, petrogenesis and magmatic evolution of the Mount Pleasant Caldera complex, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1971.0,,,22.5,million metric tons,geological resource - Fire Tower Zone,ore,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1971.0,,,11.5,million metric tons,geological resource - North Zone,ore,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1983.0,,,9.4,million metric tons,geologic reserves,ore,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.25,million metric tons,indicated resource - Fire Tower North,ore,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,1.2,million metric tons,indicated resource - Upper Deep Tin Zone,ore,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.5,million metric tons,inferred resource - Upper Deep Tin Zone,,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,1.4,million metric tons,indicated resource - Endogranitic Zone,ore,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.9,million metric tons,indicated and inferred resource - Contact Flank,ore,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.7,million metric tons,indicated resource - Contact Crest,ore,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.1,million metric tons,indicated and inferred resource - #4 Lode,ore,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.014,million metric tons,indicated resource - #7 Lode,,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.02,million metric tons,estimated resource - Breccia Pipe (1995),ore,1988.0,"Geological setting of granites and related tin deposits in the North Zone, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1971.0,,,22.5,million metric tons,geological resource - Fire Tower Zone,ore,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1971.0,,,11.5,million metric tons,geological resource - North Zone,ore,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1983.0,,,9.4,million metric tons,geologic reserves,ore,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.25,million metric tons,indicated resource - Fire Tower North,ore,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,1.2,million metric tons,indicated resource - Upper Deep Tin Zone,ore,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.5,million metric tons,inferred resource - Upper Deep Tin Zone,,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,1.4,million metric tons,indicated resource - Endogranitic Zone,ore,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.9,million metric tons,indicated and inferred resource - Contact Flank,ore,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.7,million metric tons,indicated resource - Contact Crest,ore,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.1,million metric tons,indicated and inferred resource - #4 Lode,ore,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.014,million metric tons,indicated resource - #7 Lode,,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.02,million metric tons,estimated resource - Breccia Pipe (1995),ore,1992.0,"Arsenopyrite and loellingite in the Fire Tower Zone porphyry tungsten-molybdenum deposit, Mount Pleasant, New Brunswick"
238,Canada (British Columbia),Red Rose,W; Cu; Ag; Au,-127.6,55.1388888888889,,1960.0,,,13606.0,metric tons,probable reserve,ore,1983.0,Geology of Canadian tungsten occurrences
238,Canada (British Columbia),Red Rose,W; Cu; Ag; Au,-127.6,55.1388888888889,,1960.0,,,13606.0,metric tons,probable reserve,ore,1960.0,"Geology of the Rocher Dboul Range, British Columbia"
238,Canada (British Columbia),Red Rose,W; Cu; Ag; Au,-127.6,55.1388888888889,,1960.0,,,13606.0,metric tons,probable reserve,ore,1947.0,"Geology of the Red Rose tungsten mine, Hazelton, British Columbia"
239,Canada (British Columbia),Regal Silver; Snowflake; Woolsey,Ag; Cu; Pb; Zn; Sn; W,-117.904444444444,51.1952777777778,,1982.0,,,590703.0,metric tons,unspecified,ore,1975.0,Geology of Canadian tin occurrences
239,Canada (British Columbia),Regal Silver; Snowflake; Woolsey,Ag; Cu; Pb; Zn; Sn; W,-117.904444444444,51.1952777777778,,1982.0,,,590703.0,metric tons,unspecified,ore,1943.0,Tungsten deposits of British Columbia
240,Canada (Yukon Territory),Risby,W,-133.384444444444,61.8597222222222,,2009.0,,,8.537,million metric tons,inferred resource,ore,2005.0,RISBY
240,Canada (Yukon Territory),Risby,W,-133.384444444444,61.8597222222222,,2009.0,,,8.537,million metric tons,inferred resource,ore,2009.0,"Risby Deposit, Yukon - Technical Report Update"
943,United States of America (Alaska),Hyder district,W; Cu; Pb; Zn; Ag,-130.066666666667,56.0,,,,,,,,,1956.0,"Tungsten deposits of the Hyder district, Alaska"
944,United States of America (Nevada),Granite Creek,W,-117.275555555556,41.1927777777778,,,,,,,,,1988.0,Tungsten deposits in Nevada
945,United States of America (Nevada),Pacific,W,-117.259722222222,41.1425,,,,,,,,,1988.0,Tungsten deposits in Nevada
946,United States of America (Nevada),Riley,W,-117.251666666667,41.1855555555556,,,,,,,,,1988.0,Tungsten deposits in Nevada
948,United States of America (Alaska),Bear Mountain,Mo; W,-142.154166666667,68.3788888888889,,,,,,,,,1986.0,"A tungsten-rich porphyry molybdenum occurrence at Bear Mountain, northeast Alaska"
948,United States of America (Alaska),Bear Mountain,Mo; W,-142.154166666667,68.3788888888889,,,,,,,,,1981.0,"Geology, geochemistry and mineralization in the Bear Mountain area, eastern Brooks Range, Alaska"
949,United States of America (Californi,Black Rock,W,-118.526388888889,37.6833333333333,,,,,,,,,1966.0,Tungsten
950,United States of America (Arizona),Boriana,W; Cu,-113.9375,34.9375,,,,,,,,,1944.0,"Tungsten deposits in the Boriana District and the Aquarius Range, Mojave County, Arizona"
951,United States of America (Colorado),Boulder County,W,-105.45,40.0,,,,,,,,,2001.0,"Assessment of grid-based whole-rock delta D surveys in exploration: Boulder County epithermal tungsten deposit, Colorado"
951,United States of America (Colorado),Boulder County,W,-105.45,40.0,,,,,,,,,1953.0,"The geology and ore deposits of the Boulder County tungsten district, Colorado"
952,United States of America (Montana),Brown's Lake-Lentung,W,-112.833333333333,45.5166666666667,,1991.0,,,3.3,million short tons,protore,ore,1960.0,"Tungsten resources of Montana - deposits of the Mount Torrey batholith, Beaverhead County"
952,United States of America (Montana),Brown's Lake-Lentung,W,-112.833333333333,45.5166666666667,,1991.0,,,3.3,million short tons,protore,ore,1991.0,"Geology and mineralization of the Lentung tungsten skarn deposit near Brownes Lake, Pioneer Mountains, Montana"
953,United States of America (Montana),Calvert,W,-113.151388888889,45.8466666666667,,,,,,,,,1977.0,Principal information on Montana mines
954,United States of America (Colorado),Climax,Mo; W; Sn,-106.183333333333,39.3666666666667,,1993.0,,,907.0,million metric tons,pre-mining resource,ore,1968.0,"Multiple intrusion and mineralization at Climax, Colorado"
955,United States of America (Alaska),Coal Creek,Sn; Cu; W; Ag; Zn,-149.858333333333,62.9833333333333,,1993.0,,,4.54,million metric tons,estimated reserves,ore,1985.0,"Geology of the Coal Creek tin deposit, Alaska Range, Alaska"
956,United States of America (Californi,Curtis; Andrew Curtis,W,-117.683333333333,34.25,,1982.0,,,6650.0,short tons,measured resource,metal,1982.0,"Tungsten mineralization at the Andrew Curtis Mine, Mount San Antonio Quadrangle, Los Angeles County, California"
956,United States of America (Californi,Curtis; Andrew Curtis,W,-117.683333333333,34.25,,1982.0,,,18900.0,short tons,indicated resource,metal,1982.0,"Tungsten mineralization at the Andrew Curtis Mine, Mount San Antonio Quadrangle, Los Angeles County, California"
957,United States of America (Nevada),Golconda,W; Mn,-117.427777777778,40.9419444444444,,,,,,,,,1940.0,"Tungsten-bearing manganese deposit at Golconda, Nevada"
959,United States of America (Idaho),Ima,W; Cu; Pb; Zn; Ag; Au,-113.683333333333,44.5333333333333,,1941.0,,,90000.0,short tons,probable and possible reserves,ore,1948.0,"Tungsten mineralization at the Ima Mine, Blue Wing District, Lemhi County, Idaho"
959,United States of America (Idaho),Ima,W; Cu; Pb; Zn; Ag; Au,-113.683333333333,44.5333333333333,,1941.0,,,90000.0,short tons,probable and possible reserves,ore,1941.0,"Tungsten resources of the Blue Wing district, Lemhi County, Idaho"
960,United States of America (Nevada),Indian Springs,W,-114.251111111111,41.6225,,1969.0,,,17.4,million short tons,estimated resources,ore,1972.0,"Structure, petrology, and ore deposits of the Indian Springs (Delano Mts.) region, Elko County, Nevada"
963,United States of America (Alaska),Lost River,Sn; W; Be; CaF2,-167.133333333333,65.4833333333333,,1972.0,,,21.0,million metric tons,estimated resources,ore,1983.0,"Tin granites of Seward Peninsula, Alaska"
963,United States of America (Alaska),Lost River,Sn; W; Be; CaF2,-167.133333333333,65.4833333333333,,1972.0,,,21.0,million metric tons,estimated resources,ore,1997.0,Tin deposits in Alaska
963,United States of America (Alaska),Lost River,Sn; W; Be; CaF2,-167.133333333333,65.4833333333333,,1972.0,,,21.0,million metric tons,estimated resources,ore,1982.0,"Geology and alteration of the Lost River tin-tungsten-fluorine deposit, Alaska"
964,United States of America (Nevada),Mill City District,W,-118.133333333333,40.7833333333333,,,,,,,,,1988.0,Tungsten deposits in Nevada
965,United States of America (Nevada),Nevada Scheelite,W,-118.3225,39.0125,,,,,,,,,1988.0,Tungsten deposits in Nevada
966,United States of America (Nevada),Pilot Mountain,W,-117.881666666667,38.395,,1988.0,,,8.0,million short tons,estimated reserves,ore,1984.0,Uniion Carbide's Pilot Mountain project: geologic setting and field trip guide
966,United States of America (Nevada),Pilot Mountain,W,-117.881666666667,38.395,,1988.0,,,8.0,million short tons,estimated reserves,ore,1988.0,Tungsten deposits in Nevada
967,United States of America (Californi,Pine Creek,W,-118.716666666667,37.3833333333333,,,,,,,,,1982.0,"Tungsten-bearing skarns of the Sierra Nevada, 1 - the Pine Creek mine, California"
967,United States of America (Californi,Pine Creek,W,-118.716666666667,37.3833333333333,,,,,,,,,1966.0,Tungsten
969,United States of America (Nevada),Scheelite Chief,W,-114.351944444444,38.7916666666667,,,,,,,,,1988.0,Tungsten deposits in Nevada
970,United States of America (Californi,Searles Lake,W,-117.333333333333,35.75,,1959.0,,,170.0,million pounds (avdp),estimated resources,concentrate,1979.0,Tungsten recovery from Searles Lake brines by ion exchange
970,United States of America (Californi,Searles Lake,W,-117.333333333333,35.75,,1959.0,,,170.0,million pounds (avdp),estimated resources,concentrate,1959.0,Tungsten in Searles Lake (California)
971,United States of America (Nevada),Silver Dyke,W,-118.195277777778,38.3155555555556,,,,,,,,,1988.0,Tungsten deposits in Nevada
972,United States of America (Alaska),Sleitat,Sn; Ag; W,-157.083333333333,60.05,,1991.0,,,25.9,million metric tons,inferred resource,ore,1991.0,"Geology and geochemistry of the Sleitat Mountain tin deposit, southwestern Alaska"
973,United States of America (Alaska),Stepovich,W,-147.35,64.9833333333333,,1997.0,,,20000.0,metric tons,estimated reserves,ore,1997.0,"Significant Metalliferous and Selected Non-metalliferous Lode Deposits and Placer Districts for the Russian Far East, Alaska, and the Canadian Cordillera"
974,United States of America (Californi,Strawberry,W,-119.3,37.5166666666667,,,,,,,,,1981.0,"Geologic setting, petrology and geochemistry of zoned tungsten-bearing skarns at the Strawberry mine, central Sierra Nevada"
975,United States of America (Nevada),Tempiute; Emerson; Lincoln,W; Ag; F; Zn,-115.62,37.6333333333333,,,,,,,,,1988.0,Tungsten deposits in Nevada
976,United States of America (Idaho),Thompson Creek,Mo; W,-114.533333333333,44.3166666666667,,1981.0,,,300.0,million metric tons,,ore,1991.0,"Geology of the Thompson Creek molybdenum deposit, Custer County, Idaho"
977,United States of America (Californi,Tungsten Hills,W,-118.566666666667,37.3666666666667,,,,,,,,,1966.0,Tungsten
978,United States of America (North Car,Tungsten Queen; Hamme,W,-78.47,36.52,,,,,,,,,1963.0,"Geologic setting of the Hamme tungsten district, North Carolina and Virginia"
978,United States of America (North Car,Tungsten Queen; Hamme,W,-78.47,36.52,,,,,,,,,1981.0,"Textural and structural evidence for a predeformation hydrothermal origin of the Tungsten Queen deposit, Hamme District, North Carolina; a reply"
978,United States of America (North Car,Tungsten Queen; Hamme,W,-78.47,36.52,,,,,,,,,1980.0,"Textural and structural evidence for a predeformation hydrothermal origin of the Tungsten Queen deposit, Hamme District, North Carolina"
979,United States of America (Nevada),Victory; Gabbs,W,-117.911944444444,38.9713888888889,,,,,,,,,1988.0,Tungsten deposits in Nevada
980,United States of America (Idaho),Yellow Pine,W; Sb; Au; Ag,-115.331666666667,44.9269444444444,,,,,,,,,1951.0,"Geology of the tungsten, antimony, and gold deposits near Stibnite, Idaho"
1003,Canada (British Columbia),Feeney,W; Mo,-117.223611111111,49.1111111111111,,,,,,,,,1970.0,"Geology of the Invincible tungsten ore zone of Canadian Explorations, Ltd., Salmo, British Columbia"
1003,Canada (British Columbia),Feeney,W; Mo,-117.223611111111,49.1111111111111,,,,,,,,,2005.0,FEENEY (L.9074) 
1013,Canada (New Brunswick),Sisson Brook,W; Mo; Cu,-67.0463888888889,46.3677777777778,,1991.0,,,7.5,million short tons,estimated reserves,ore,1991.0,"The role of water-rock interaction and fluid evolution in forming the porphyry-related Sisson Brook W-Cu-Mo deposit, New Brunswick"
1013,Canada (New Brunswick),Sisson Brook,W; Mo; Cu,-67.0463888888889,46.3677777777778,,2007.0,,,167400000.0,metric tons,inferred resource,ore,1991.0,"The role of water-rock interaction and fluid evolution in forming the porphyry-related Sisson Brook W-Cu-Mo deposit, New Brunswick"
1013,Canada (New Brunswick),Sisson Brook,W; Mo; Cu,-67.0463888888889,46.3677777777778,,2007.0,,,126300000.0,metric tons,inferred resource,ore,1991.0,"The role of water-rock interaction and fluid evolution in forming the porphyry-related Sisson Brook W-Cu-Mo deposit, New Brunswick"
1013,Canada (New Brunswick),Sisson Brook,W; Mo; Cu,-67.0463888888889,46.3677777777778,,2007.0,,,64400000.0,metric tons,inferred resource,ore,1991.0,"The role of water-rock interaction and fluid evolution in forming the porphyry-related Sisson Brook W-Cu-Mo deposit, New Brunswick"
1013,Canada (New Brunswick),Sisson Brook,W; Mo; Cu,-67.0463888888889,46.3677777777778,,2007.0,,,28900000.0,metric tons,inferred resource,ore,1991.0,"The role of water-rock interaction and fluid evolution in forming the porphyry-related Sisson Brook W-Cu-Mo deposit, New Brunswick"
1013,Canada (New Brunswick),Sisson Brook,W; Mo; Cu,-67.0463888888889,46.3677777777778,,2007.0,,,12300000.0,metric tons,inferred resource,ore,1991.0,"The role of water-rock interaction and fluid evolution in forming the porphyry-related Sisson Brook W-Cu-Mo deposit, New Brunswick"
1021,Canada (Yukon Territory),Clea; Hi-Min; Omo,W; Cu,-129.86945,62.7769444444444,,1980.0,,,257000.0,metric tons,historic resource,ore,1980.0,"K-Ar and Rb-Sr dating and the genesis of tungsten at the Clea tungsten skarn property, Selwyn Mountains, Yukon Territory"
1031,United States of America (Californi,Atolia District,W,-117.65,35.3,,,,,,,,,1966.0,Tungsten
1031,United States of America (Californi,Atolia District,W,-117.65,35.3,,,,,,,,,1940.0,"Tungsten deposits of the Atolia district, San Bernardino and Kern Counties, California"
232,Canada (British Columbia),Lime Creek,W; Cu; Mo; Ag; Au,-122.643055555556,50.7222222222222,,1980.0,,,72500.0,metric tons,unspecified,ore,,
